id,listing_url,last_scraped,source,name,description,neighborhood_overview,picture_url,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,property_type,room_type,bathrooms_text,amenities,has_availability,calendar_last_scraped,first_review,last_review,instant_bookable,scrape_id,host_id,host_listings_count,host_total_listings_count,neighbourhood_group_cleansed,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
25868032,https://www.airbnb.com/rooms/25868032,2023-03-30,city scrape,Independent studio with private bathroom Coyoacan.,"Inside a beautiful house, in the hearth of Coyoacan. Walking distance from Frida s museum. Three blocks from  Main historic plazas. In a quite street Coffe shops restaurants, bars around  <br /><br /> Private bathroom, fullsize bed,  closet, microwave, minifridge, Coffe maker, induction Cooktop, potable water.<br /><br />External visitors are not allowed (without previous consent), if you invite external visitors this could result in being evicted or in the cancellation of your reservation<br /><br /><b>Other things to note</b><br />There is a laundry room on top of the house you can use it with previous permission.<br />100 pesos cost<br />5 dollars . Includes detergent<br /><br />200 pesos cost<br />10 dlls, additional cleaning during stay.",--,https://a0.muscache.com/pictures/8b479616-2335-4381-814b-0eebcbb0ce77.jpg,https://www.airbnb.com/users/show/34171966,Martha,2015-05-25,"Mexico City, Mexico",--,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/1ad6680a-49fd-4855-869c-843580ef3acb.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1ad6680a-49fd-4855-869c-843580ef3acb.jpg?aki_policy=profile_x_medium,Coyoacán,"['email', 'phone']",t,t,--,Coyoacán,Private room,Private room,1 private bath,"[""Wifi"", ""Cooking basics"", ""Iron"", ""Washer"", ""Microwave"", ""Free street parking"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Essentials"", ""Hangers"", ""Hot water"", ""Shared patio or balcony"", ""Long term stays allowed"", ""Keypad"", ""Cleaning products"", ""Self check-in"", ""Hair dryer"", ""Coffee maker"", ""Bed linens"", ""Shampoo""]",t,2023-03-30,2018-07-02,2023-03-27,t,20230329041210,34171966,3.0,4.0,0.0,19.34903,-99.16493,2.0,0.0,1.0,1.0,526.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,0.0,19.0,49.0,79.0,354.0,82.0,22.0,2.0,4.85,4.89,4.82,4.87,4.79,4.93,4.76,0.0,3.0,2.0,1.0,0.0,1.42
26639909,https://www.airbnb.com/rooms/26639909,2023-03-29,city scrape,Explore Mexico City on foot from a Junior Suite,"Explore Mexico City’s main avenue on foot, located 600 m from United States Embassy, 500m from The Angel of Independence, 1.7km away from Chapultepec Castle, and 11km from the Benito Juarez International Airport.<br />We offer 4-star accommodations and provide a 24-hour front desk, airport transfers upon request, free WiFi, air-conditioned rooms, coffee machine, safe box, flat-screen TV, and a private bathroom with a shower. <br />Master Suites include a kitchen with a microwave, fridge, and minibar.<br /><br /><b>Guest access</b><br />During your stay, you are welcome to use our outdoor pool and gym. This public gym is located on the 2 floor and is one of the most complete in the area; we offer yoga, dance, and pilate classes.","Explore Mexico City’s main avenue on foot, located 600 m from United States Embassy, 500m from The Angel of Independence, 1.7km away from Chapultepec Castle, and 11km from the Benito Juarez International Airport.<br />Enjoy Mexican culture, food, and history through these streets",https://a0.muscache.com/pictures/d04d5bba-52d3-458a-b945-793f1c6dabfb.jpg,https://www.airbnb.com/users/show/111031291,Juan Jose,2017-01-11,"Mexico City, Mexico",Somos un hotel cerca de el ángel de la independencia. ¡Somos buenos anfitriones y solo nos importa tu comodidad ! Escríbenos si tienes dudas y reserva aquí. ,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/bcefce00-026f-4e23-a3c0-6a7805861458.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/bcefce00-026f-4e23-a3c0-6a7805861458.jpg?aki_policy=profile_x_medium,Colonia Cuauhtémoc,"['email', 'phone']",t,t,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,Room in hotel,Private room,1 shared bath,"[""Shared outdoor pool - available all year, open specific hours"", ""Smoke alarm"", ""Flo body soap"", ""Flo shampoo"", ""Luggage dropoff allowed"", ""Single level home"", ""Long term stays allowed"", ""55\"" HDTV with Amazon Prime Video, Netflix, standard cable"", ""Coffee"", ""Security cameras on property"", ""Host greets you"", ""Essentials"", ""Exercise equipment: elliptical, free weights, stationary bike, treadmill"", ""Extra pillows and blankets"", ""Mini fridge"", ""Iron"", ""Safe"", ""AC - split type ductless system"", ""Flo conditioner"", ""Hot water"", ""Paid street parking off premises"", ""Lock on bedroom door"", ""Hair dryer"", ""Elevator"", ""Shower gel"", ""Hangers"", ""Fire extinguisher"", ""First aid kit"", ""Shared gym in building"", ""Books and reading material"", ""Bed linens"", ""Free parking garage on premises \u2013 1 space"", ""Private entrance"", ""Wifi"", ""Pets allowed"", ""Coffee maker: drip coffee maker, Nespresso"", ""Portable heater"", ""Carbon monoxide alarm"", ""Shared sauna"", ""Sun loungers"", ""Clothing storage: wardrobe""]",t,2023-03-29,2018-07-29,2022-10-31,t,20230329041210,111031291,4.0,4.0,0.0,19.42712,-99.17129,2.0,0.0,1.0,2.0,2142.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,0.0,30.0,60.0,90.0,365.0,15.0,3.0,0.0,4.6,4.53,4.73,4.73,4.6,4.73,4.73,0.0,4.0,0.0,4.0,0.0,0.26
28525346,https://www.airbnb.com/rooms/28525346,2023-03-29,city scrape,Villas y Suites Real Azteca,Somos un hotel ubicado a un costado del estadio azteca. Sobre avenida principal.<br />Trabajamos para brindarte el mejor servicio.,Nos encontramos ubicados justo a lado del Estadio Azteca,https://a0.muscache.com/pictures/miso/Hosting-28525346/original/ced6203e-58d6-43c2-8210-53eb89e8a3dd.jpeg,https://www.airbnb.com/users/show/159787885,Claudia,2017-11-22,"Cuernavaca, Mexico",--,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/d31638cd-3d42-4e01-b04a-3de169e585e4.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d31638cd-3d42-4e01-b04a-3de169e585e4.jpg?aki_policy=profile_x_medium,--,"['email', 'phone']",t,t,"Mexico City, Ciudad de México, Mexico",Coyoacán,Room in hotel,Private room,1 private bath,"[""Hair dryer"", ""Extra pillows and blankets"", ""Heating"", ""Wifi"", ""Iron"", ""Self check-in"", ""Hot water"", ""Shampoo"", ""Clothing storage"", ""Fire extinguisher"", ""Long term stays allowed"", ""Air conditioning"", ""First aid kit"", ""Building staff"", ""TV"", ""Free parking on premises"", ""Body soap"", ""Books and reading material"", ""Bed linens"", ""Essentials""]",t,2023-03-29,2018-12-17,2022-12-11,t,20230329041210,159787885,9.0,10.0,0.0,19.4,-99.14553,2.0,0.0,1.0,1.0,1521.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,0.0,29.0,59.0,89.0,364.0,18.0,4.0,0.0,4.61,4.44,4.78,4.83,4.44,4.94,4.5,0.0,2.0,0.0,2.0,0.0,0.35
31307371,https://www.airbnb.com/rooms/31307371,2023-03-30,city scrape,Hab. VALLARTA,"La Habitación VALLARTA está diseñada para un MÍNIMO de 3 PERSONAS y un MÁXIMO de 6 PERSONAS, nuestras instalaciones están diseñadas como para hacerte sentir en casa, poseemos un personal calificado para que te atienda de la mejor manera posible.",--,https://a0.muscache.com/pictures/miso/Hosting-31307371/original/351673dc-b166-4b86-9a1a-1baf27ffadfb.jpeg,https://www.airbnb.com/users/show/234325486,Rch,2019-01-04,--,--,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/cedc3ef3-9d98-48c4-80be-6c2abfefd612.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/cedc3ef3-9d98-48c4-80be-6c2abfefd612.jpg?aki_policy=profile_x_medium,--,"['email', 'phone']",t,t,--,Miguel Hidalgo,Room in hotel,Hotel room,1 private bath,"[""Dedicated workspace"", ""Smoke alarm"", ""Wifi"", ""Mini fridge"", ""Iron"", ""Washer"", ""Breakfast"", ""Luggage dropoff allowed"", ""Self check-in"", ""Hangers"", ""Hot water"", ""Shampoo"", ""Fire extinguisher"", ""Long term stays allowed"", ""Smoking allowed"", ""Building staff"", ""TV"", ""Security cameras on property"", ""Essentials""]",t,2023-03-30,2019-04-04,2022-04-28,t,20230329041210,234325486,12.0,13.0,0.0,19.45618,-99.17889,6.0,0.0,1.0,1.0,914.0,1.0,30.0,1.0,1.0,30.0,30.0,1.0,30.0,0.0,22.0,51.0,81.0,295.0,5.0,1.0,0.0,4.8,4.9,4.6,4.9,4.9,4.4,4.8,0.0,12.0,0.0,0.0,0.0,0.1
31307837,https://www.airbnb.com/rooms/31307837,2023-03-29,city scrape,Hab. CANCUN,"La Habitacion CANCÚN está diseñada para un MÍNIMO de 2 PERSONAS y un MÁXIMO de 4 PERSONAS, nuestras instalaciones están diseñadas como para hacerte sentir en casa, poseemos un personal calificado para que te atienda de la mejor manera posible.",--,https://a0.muscache.com/pictures/miso/Hosting-31307837/original/3726840d-02f6-4867-b446-2ba34fe56ca6.jpeg,https://www.airbnb.com/users/show/234325486,Rch,2019-01-04,--,--,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/cedc3ef3-9d98-48c4-80be-6c2abfefd612.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/cedc3ef3-9d98-48c4-80be-6c2abfefd612.jpg?aki_policy=profile_x_medium,--,"['email', 'phone']",t,t,--,Miguel Hidalgo,Room in hotel,Hotel room,1 private bath,"[""Dedicated workspace"", ""Smoke alarm"", ""Wifi"", ""Breakfast"", ""Iron"", ""Washer"", ""TV with Netflix"", ""Luggage dropoff allowed"", ""Hangers"", ""Hot water"", ""Shampoo"", ""Fire extinguisher"", ""Long term stays allowed"", ""Smoking allowed"", ""Building staff"", ""Self check-in"", ""Security cameras on property"", ""Essentials""]",t,2023-03-29,2022-02-17,2022-02-17,t,20230329041210,234325486,12.0,13.0,0.0,19.45618,-99.17889,4.0,0.0,1.0,2.0,650.0,1.0,30.0,1.0,1.0,30.0,30.0,1.0,30.0,0.0,12.0,42.0,72.0,287.0,1.0,0.0,0.0,5.0,5.0,4.8,5.0,5.0,5.0,5.0,0.0,12.0,0.0,0.0,0.0,0.07
31826983,https://www.airbnb.com/rooms/31826983,2023-03-29,city scrape,Mejor precio habitacion individual comoda exl serv,"Habitación con baño privado grande. Es una habitación espacios con una cama individual, escritorio y buro. El baño es muy grande.<br /><br />15 minutos caminando a Clinica 4 y 8 de IMSS.<br /><br />Estamos muy bien localizados con vias de acceso, fácil y cerca del metro, metrobus, periférico, insurgentes, revolución, UNAM, ITAM, U. Del V. de México, Pedregal, FERMATA, Televisa San Angel.<br /><br /><b>The space</b><br />La casa es una propiedad grande, espaciosa y ventilada.<br /><br />Nuestras habitaciones son economicos con servicios incluidos de aqua, luz y Wifi. Ademas, ofrece muchos servicios extra: Servicios de lavanderia, planchado, limpieza y alimentos.<br /><br /><b>Other things to note</b><br />La habitación está en el segundo piso.","San Ángel es un pueblo originario de la alcaldía Álvaro Obregón, en la Ciudad de México, asociado estrechamente por motivos históricos, urbanísticos y funcionales a los barrios de Tizapán, Chimalistac, Altavista, y Tlacopac.",https://a0.muscache.com/pictures/e1482797-7352-4ff8-9269-a35c36dc7095.jpg,https://www.airbnb.com/users/show/185535296,Eduardo,2018-04-21,"Hidalgo, Mexico",--,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/f33d6c51-d948-43ca-be9c-f6dfb0714a4f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f33d6c51-d948-43ca-be9c-f6dfb0714a4f.jpg?aki_policy=profile_x_medium,--,"['email', 'phone']",t,t,"Mexico City, Ciudad de México, Mexico",Álvaro Obregón,Private room,Private room,1 private bath,"[""Wifi"", ""Hangers"", ""Essentials""]",t,2023-03-29,2019-02-25,2022-05-20,t,20230329041210,185535296,7.0,10.0,0.0,19.33975,-99.20108,1.0,0.0,1.5,1.0,579.0,2.0,30.0,2.0,2.0,30.0,30.0,2.0,30.0,0.0,0.0,27.0,57.0,147.0,10.0,3.0,0.0,5.0,5.0,5.0,4.8,5.0,5.0,4.8,0.0,7.0,0.0,0.8,0.0,0.2
31311837,https://www.airbnb.com/rooms/31311837,2023-03-30,city scrape,ACAPULCO,"La Habitacion ACAPULCO está diseñada para un MÍNIMO de 3 PERSONAS y un MÁXIMO de 5 PERSONAS, nuestras instalaciones están diseñadas como para hacerte sentir en casa, poseemos un personal calificado para que te atienda de la mejor manera posible.",--,https://a0.muscache.com/pictures/miso/Hosting-31311837/original/7f41537e-3c63-46dd-b7ad-806aaa3e7710.jpeg,https://www.airbnb.com/users/show/234325486,Rch,2019-01-04,--,--,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/cedc3ef3-9d98-48c4-80be-6c2abfefd612.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/cedc3ef3-9d98-48c4-80be-6c2abfefd612.jpg?aki_policy=profile_x_medium,--,"['email', 'phone']",t,t,--,Miguel Hidalgo,Room in hotel,Hotel room,1 private bath,"[""Smoke alarm"", ""Luggage dropoff allowed"", ""Paid parking lot on premises \u2013 5 spaces"", ""Long term stays allowed"", ""Cleaning products"", ""Outdoor dining area"", ""Board games"", ""Security cameras on property"", ""Dedicated workspace"", ""Essentials"", ""Mosquito net"", ""Breakfast"", ""Mini fridge"", ""Iron"", ""Microwave"", ""Hot water"", ""Cooking basics"", ""Refrigerator"", ""Hangers"", ""Room-darkening shades"", ""Fire extinguisher"", ""Building staff"", ""Self check-in"", ""Paid washer \u2013 In unit"", ""Wifi"", ""32\"" TV with Netflix"", ""Pets allowed"", ""Dishes and silverware"", ""Shampoo""]",t,2023-03-30,2019-02-03,2022-10-23,t,20230329041210,234325486,12.0,13.0,0.0,19.45618,-99.17889,4.0,0.0,1.0,2.0,914.0,1.0,30.0,1.0,1.0,30.0,30.0,1.0,30.0,0.0,24.0,53.0,83.0,266.0,8.0,1.0,0.0,4.25,4.38,4.38,4.9,4.9,4.9,4.38,0.0,12.0,0.0,0.0,0.0,0.16
31312409,https://www.airbnb.com/rooms/31312409,2023-03-30,city scrape,Hab. TAJIN,"La Habitación TAJÍN está diseñada para un MÍNIMO de 3 PERSONAS y un MÁXIMO de 6 PERSONAS, nuestras instalaciones están diseñadas como para hacerte sentir en casa, poseemos un personal calificado para que te atienda de la mejor manera posible.",--,https://a0.muscache.com/pictures/miso/Hosting-31312409/original/fb81c3ae-f5a1-4b9d-a322-21dc400a6bc9.jpeg,https://www.airbnb.com/users/show/234325486,Rch,2019-01-04,--,--,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/cedc3ef3-9d98-48c4-80be-6c2abfefd612.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/cedc3ef3-9d98-48c4-80be-6c2abfefd612.jpg?aki_policy=profile_x_medium,--,"['email', 'phone']",t,t,--,Miguel Hidalgo,Room in hotel,Hotel room,1 private bath,"[""Dedicated workspace"", ""Smoke alarm"", ""Wifi"", ""Mini fridge"", ""Iron"", ""Washer"", ""Breakfast"", ""Luggage dropoff allowed"", ""Hangers"", ""Hot water"", ""Shampoo"", ""HDTV with Netflix"", ""Fire extinguisher"", ""Smoking allowed"", ""Long term stays allowed"", ""Building staff"", ""Self check-in"", ""Security cameras on property"", ""Essentials""]",t,2023-03-30,2019-01-10,2019-11-30,t,20230329041210,234325486,12.0,13.0,0.0,19.45618,-99.17889,4.0,0.0,1.0,2.0,1200.0,1.0,30.0,1.0,1.0,30.0,30.0,1.0,30.0,0.0,20.0,49.0,79.0,293.0,6.0,0.0,0.0,4.8,4.9,4.67,4.5,4.9,4.9,4.17,0.0,12.0,0.0,0.0,0.0,0.12
31312417,https://www.airbnb.com/rooms/31312417,2023-03-29,city scrape,COZUMEL,"Our spaces are comfortable since we can make you feel at home, our staff is very well qualified to give you a pleasant attention.",--,https://a0.muscache.com/pictures/miso/Hosting-31312417/original/6b2d8fd5-e284-411d-a39d-78060bc0e3f7.jpeg,https://www.airbnb.com/users/show/234325486,Rch,2019-01-04,--,--,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/cedc3ef3-9d98-48c4-80be-6c2abfefd612.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/cedc3ef3-9d98-48c4-80be-6c2abfefd612.jpg?aki_policy=profile_x_medium,--,"['email', 'phone']",t,t,--,Miguel Hidalgo,Room in hotel,Hotel room,1 private bath,"[""Smoke alarm"", ""TV with Netflix"", ""Luggage dropoff allowed"", ""Long term stays allowed"", ""Security cameras on property"", ""Dedicated workspace"", ""Essentials"", ""Breakfast"", ""Iron"", ""Hot water"", ""Cooking basics"", ""Washer"", ""Hangers"", ""Fire extinguisher"", ""Smoking allowed"", ""Building staff"", ""Self check-in"", ""Wifi"", ""Paid parking off premises"", ""Dishes and silverware"", ""Shampoo""]",t,2023-03-29,2019-06-16,2023-03-04,t,20230329041210,234325486,12.0,13.0,0.0,19.45618,-99.17889,4.0,0.0,1.0,1.0,686.0,1.0,30.0,1.0,1.0,30.0,30.0,1.0,30.0,0.0,21.0,51.0,81.0,296.0,7.0,1.0,1.0,4.57,4.71,4.43,5.0,5.0,4.86,4.71,0.0,12.0,0.0,0.0,0.0,0.15
31314962,https://www.airbnb.com/rooms/31314962,2023-03-30,city scrape,LOS CABOS,"La Habitación LOS CABOS está diseñada para un MÍNIMO de 1 PERSONA y un MÁXIMO de 3 PERSONAS, nuestras instalaciones están diseñadas como para hacerte sentir en casa, poseemos un personal calificado para que te atienda de la mejor manera posible.",--,https://a0.muscache.com/pictures/miso/Hosting-31314962/original/587bfcf0-e861-45fc-8eec-33722b6a0671.jpeg,https://www.airbnb.com/users/show/234325486,Rch,2019-01-04,--,--,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/cedc3ef3-9d98-48c4-80be-6c2abfefd612.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/cedc3ef3-9d98-48c4-80be-6c2abfefd612.jpg?aki_policy=profile_x_medium,--,"['email', 'phone']",t,t,--,Miguel Hidalgo,Room in hotel,Hotel room,1 private bath,"[""Dedicated workspace"", ""Wifi"", ""Iron"", ""TV with Netflix"", ""Hangers"", ""Fire extinguisher"", ""Smoking allowed"", ""Building staff"", ""Self check-in"", ""Essentials""]",t,2023-03-30,2019-11-18,2022-07-24,t,20230329041210,234325486,12.0,13.0,0.0,19.45702,-99.17842,3.0,0.0,1.0,1.0,893.0,1.0,30.0,1.0,1.0,30.0,30.0,1.0,30.0,0.0,24.0,53.0,83.0,266.0,4.0,2.0,0.0,4.8,4.9,4.8,4.9,4.9,4.9,4.8,0.0,12.0,0.0,0.0,0.0,0.1
